Date,SPX,GLD,USO,SLV,EUR/USD
2020-01-01,3013.99355436586,148.64964345005123,48.09219244212261,19.56825319751753,1.0056966862399976
2020-01-02,3023.2398911949876,148.3606061086202,47.23180743134311,19.55265145304799,0.9932010733932383
2020-01-03,3023.8361948941892,146.77576626662028,46.81820189792146,19.561659889070214,0.9959983400367147
2020-01-04,3017.3668271171337,146.1598432073422,48.705889555261656,19.797975061991917,1.0286611967126476
2020-01-05,3024.3490602532697,142.37261387343463,49.26244267979541,19.114545880351503,1.0046472253257528
2020-01-06,3028.283914107487,142.7992012881805,47.92696111069552,19.410829517275168,0.985077442172751
2020-01-07,3037.2358463077644,142.80161223890497,48.412997400113156,18.05863370147378,1.0450720858236568
2020-01-08,3043.587564324584,141.16743497676856,46.86569341117479,17.74369142529188,1.023729946297405
2020-01-09,3054.0830914777775,142.48592631363337,47.948384465061864,17.499554504066104,0.9872721830655945
2020-01-10,3048.730739362172,144.3610665888865,47.47725981324399,17.816217917101724,1.0139404090028452
2020-01-11,3061.904680018515,141.14594686014854,47.383623624504814,17.82753334344016,1.011719869225166
2020-01-12,3063.8806760654393,139.62049730301612,48.709420272047005,17.124751816512013,1.0035263885691592
2020-01-13,3084.6332847916915,138.08221260344152,47.42225670346276,16.632255253603507,1.010933087986308
2020-01-14,3077.741406610796,136.20240640122378,46.02513851834976,16.73159525837721,0.9658640684437406
2020-01-15,3095.1010446424484,137.8613560850873,45.44153919200376,16.692061587444933,0.9732747410612629
2020-01-16,3097.080152477075,137.47370380754168,46.479918043023076,16.40249953262706,0.991144121343265
2020-01-17,3090.5659724409306,136.94467412492045,44.96057196754623,16.16208263787107,0.9667038905441294
2020-01-18,3085.727114100387,132.93694939610697,42.12841636943566,16.510166636450716,1.0352152342657615
2020-01-19,3082.5236410184443,134.20778545652541,41.67725751102667,16.25132035001611,0.9924017774905787
2020-01-20,3086.7653004824633,131.72926866681846,42.228998310937584,16.207274728001572,0.985244908134029
2020-01-21,3091.993655362818,131.84913392735112,43.42926006067641,17.29224302204184,1.038743907889672
2020-01-22,3086.2566553234324,132.4038878032675,42.96609869859102,16.580401703599883,0.998643816493534
2020-01-23,3086.0131094008225,135.1252049949448,42.55467209147501,15.65448033781255,1.010502330295282
2020-01-24,3107.4358129869415,132.5075641967066,43.70857282573076,16.046275170211857,0.9670226001652992
2020-01-25,3124.7112446879482,126.46853988506493,41.83883112603534,15.706953639564803,1.0238952225020412
2020-01-26,3129.0744813846886,126.83623897457232,41.450310350852334,15.547834875693493,1.0023858443224858
2020-01-27,3129.454516166371,130.43726133759404,41.64073424077739,15.157256686627935,0.9796734786260952
2020-01-28,3130.6548294335535,132.9151540434729,42.08995296206242,15.02735661624418,1.016624881836563
2020-01-29,3136.7900091608576,133.33447287402217,41.58014626887154,15.82662567229235,1.0148819974641614
2020-01-30,3126.5620835088735,132.35120050275805,41.61458728057738,16.22768990160141,1.0088257295112755
2020-01-31,3123.98831813464,133.96544569603267,39.12625992716439,16.6588016575449,0.9906195248101224
2020-02-01,3107.302477395864,132.01835329662373,38.46801151483054,15.950688129648576,1.0651044628132678
2020-02-02,3111.294708621917,132.97106883533618,38.92152022738501,15.37511126137214,1.0230560777891122
2020-02-03,3117.7666680189445,133.98200915366942,37.93922619313033,13.955571931629427,1.000746647509563
2020-02-04,3112.9348033959504,136.1024289686672,37.99821041471993,13.55088152108805,1.040625257670789
2020-02-05,3128.6746710288508,141.62174904648936,38.445082915522626,14.029233114280878,1.0170442635239216
2020-02-06,3116.4170143988276,142.40658098084688,38.10253371466486,14.287706372155064,1.0440462388684744
2020-02-07,3101.7732655967293,141.3886537294319,38.272997485661435,14.176949740679003,0.9724579626108901
2020-02-08,3104.017783782329,141.3375051050479,37.310264920376824,14.165799598819977,1.0086941479691618
2020-02-09,3114.4887668084507,137.79935329526967,37.103653640680776,13.821356827532274,1.027288426134491
2020-02-10,3131.328043723029,136.40992703309155,37.71386981027,13.923736268733165,1.0397803097813056
2020-02-11,3126.73920109434,135.59136215686533,37.87084277123843,14.306675408473472,1.0070251778278865
2020-02-12,3137.5260094286527,134.54318536099615,37.284311501674495,13.498732014768237,1.0170041977193744
2020-02-13,3137.140924733646,134.8478951050636,37.50852790596529,13.64855585868691,1.00737121170637
2020-02-14,3135.4146517342374,133.2030552402992,38.22313769660191,14.114773294164245,1.0007321703636065
2020-02-15,3144.2512511091045,135.44511657494814,36.17319641802443,13.907223149682558,1.0188364433586565
2020-02-16,3150.7744798932385,135.44553070478455,37.33227048298033,14.25757345574285,0.9930653840936642
2020-02-17,3135.010558323396,135.4269300625073,36.99601574429926,15.664900677979126,1.0444456194078593
2020-02-18,3149.775961820655,134.77114062948147,37.421505677539486,15.61272928148568,1.0421150048633356
2020-02-19,3163.5768753621296,135.08152199719942,38.61875260118471,15.809382806488344,0.9873969317941353
2020-02-20,3157.3212483470343,136.7317185265347,37.24707890395425,15.440354264657646,1.0387973408629445
2020-02-21,3161.2792836814083,134.9974580951129,36.5376379015267,15.530979845958672,1.02133553459347
2020-02-22,3166.2195855442355,133.6812251169624,36.249089205650996,15.761115658449825,1.0159041883394333
2020-02-23,3168.8263232024747,133.07377305940906,35.465335684526565,15.858536828584894,1.0360469025226609
2020-02-24,3163.3232716640205,130.38203121246264,37.20027226036338,15.348689168730466,1.0354812094355887
2020-02-25,3156.60703798464,128.74351549301963,36.343500166536586,15.45187005439319,1.0349378284356012
2020-02-26,3156.3514972747257,127.79107374593032,35.78795338704972,16.18296802375201,1.0183372027081286
2020-02-27,3168.078787467319,129.53985210735578,35.9923424186527,16.40728590600927,1.022538863566693
2020-02-28,3173.5147890132635,130.0649747653596,34.790192892576606,16.888279500545195,1.034269175211028
2020-02-29,3169.8086456924025,130.45215458809471,34.39451218082034,16.76977351553888,1.0448015316487531
2020-03-01,3177.525632798886,132.15395051243064,34.71196544207052,17.144723635250735,1.0173946568183168
2020-03-02,3149.040206592585,131.87920693563186,34.37910503768801,17.284357554358998,1.0372864689421357
2020-03-03,3160.5278635963064,132.66013663548964,34.28571817878806,16.808902189515383,1.0055518907322303
2020-03-04,3143.1307258085253,132.45369312962464,33.75638606633969,16.96816269191482,0.9941967519169023
2020-03-05,3139.5063163944938,132.9844178284239,32.24191575715892,16.472314360194666,1.0557190662353175
2020-03-06,3128.3096174482325,131.81890051320073,32.563508968498155,16.155874222752267,1.0576085664653017
2020-03-07,3115.3628026910233,126.94126619664789,34.3184420401454,16.250538376398456,1.0319067892567542
2020-03-08,3126.9710705648085,126.67270787227527,34.33684367092884,16.399160513088518,1.0696799745553691
2020-03-09,3122.29405855169,129.51820414447516,34.56210778817639,15.804544280549953,1.0410611489614814
2020-03-10,3125.7590973689967,131.37063494895833,35.25483054329325,16.33153716614139,1.0245239761736191
2020-03-11,3125.289891580205,133.30142991814068,33.98550004674655,16.617540305291627,1.03047371223222
2020-03-12,3130.0602998524364,135.77369136175312,35.68801470487615,16.265176087486186,1.0640995723413453
